"date","node1","node2","node3","Here"
"2016-11-18 09:00:00",NA,289.121,NA,4.04542857142857
"2016-11-18 10:00:00",310.4085,289.109,137.001,3.82555555555556
"2016-11-18 11:00:00",247.236,314.033,111.792,5.84333333333333
"2016-11-18 12:00:00",368.6382,272.615666666667,NA,7.2862962962963
"2016-11-18 13:00:00",396.587666666667,293.543666666667,NA,4.26076923076923
"2016-11-18 14:00:00",409.459666666667,296.541,263.18,7.07166666666667
"2016-11-18 15:00:00",407.4705,300.633666666667,212.676,6.2658064516129
"2016-11-18 16:00:00",417.776333333333,314.39,NA,7.2804347826087
"2016-11-18 17:00:00",406.891666666667,289.22,237.897,5.4446875
"2016-11-18 18:00:00",398.759666666667,314.07,212.455,4.24777777777778
"2016-11-18 19:00:00",388.662,289.134,NA,3.82652173913043
"2016-11-18 20:00:00",377.702333333333,263.681,162.185,2.74714285714286
"2016-11-18 21:00:00",373.5308,263.792,136.915,3.67
"2016-11-18 22:00:00",378.5764,263.816,136.964,3.48129032258064
"2016-11-18 23:00:00",384.501833333333,263.865,NA,0.542222222222222
"2016-11-19 00:00:00",384.493666666667,263.792,NA,0
"2016-11-19 01:00:00",398.786333333333,263.829,NA,2.9262962962963
"2016-11-19 02:00:00",368.5545,263.816,212.529,0
"2016-11-19 03:00:00",373.543,263.804,212.418,0
"2016-11-19 04:00:00",323.028,263.865,187.394,0
"2016-11-19 05:00:00",373.543,263.865,212.627,0
"2016-11-19 06:00:00",323.015,281.567,162.259,0
"2016-11-19 07:00:00",272.377,263.779,NA,1.21225806451613
"2016-11-19 08:00:00",297.789,263.829,162.358,2.52454545454545
"2016-11-19 09:00:00",360.868,263.89,202.383,1.54526315789474
"2016-11-19 10:00:00",373.5735,263.865,187.48,3.41068965517241
"2016-11-19 11:00:00",411.4285,289.109,NA,3.96695652173913
"2016-11-19 12:00:00",403.081166666667,301.8015,238.008,4.084
"2016-11-19 13:00:00",403.372833333333,289.195,NA,6.8004
"2016-11-19 14:00:00",406.231142857143,297.605666666667,237.947,2.42380952380952
"2016-11-19 15:00:00",398.9115,289.171,237.996,5.8585
"2016-11-19 16:00:00",373.605,289.158,NA,4.18103448275862
"2016-11-19 17:00:00",395.235,289.085,NA,3.94586206896552
"2016-11-19 18:00:00",322.954,263.779,162.185,3.2748
"2016-11-19 19:00:00",247.249,263.706,136.841,3.49538461538462
"2016-11-19 20:00:00",221.738,263.816,111.694,3.67
"2016-11-19 21:00:00",237.284,263.865,111.743,1.95
"2016-11-19 22:00:00",297.826,263.853,NA,1.64791666666667
"2016-11-19 23:00:00",323.114,263.767,162.284,0.146363636363636
"2016-11-20 00:00:00",323.015,263.792,136.878,0
